,10p,10q,11p,11q,12p,12q,13q,14q,15q,16p,16q,17p,17q,18p,18q,19p,19q,1p,1q,20p,20q,21p,21q,22q,2p,2q,3p,3q,4p,4q,5p,5q,6p,6q,7p,7q,8p,8q,9p,9q
glioma_mskcc_2019_268,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-0.3411167512690355,0.0,0.0,-0.4838709677419355,-1.0,0.05551149881046788,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12299465240641712,0.0,-0.39204545454545453,-0.8893203883495145,0.3151041666666667,1.0,0.0,0.0,-1.0,-0.14464534075104313
glioma_mskcc_2019_196,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.02030456852791878,0.0,0.0,0.0,0.0,0.11181601903251388,0.0,0.4642857142857143,1.0,0.0,0.0,-1.0,-0.050347222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001941747572815534,1.0,1.0,0.0,0.0,-0.2867647058823529,-0.3240611961057024
glioma_mskcc_2019_113,-1.0,-1.0,0.8173076923076923,0.9968911917098445,1.0,0.944380069524913,-1.0,-1.0,0.0,1.0,0.6988235294117647,0.7163814180929096,0.8771573604060914,1.0,1.0,1.0,0.9746835443037974,0.5368754956383822,0.1535806729939603,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6838235294117647,1.0
glioma_mskcc_2019_18,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.12385786802030457,0.0,0.0,1.0,1.0,-0.2854877081681205,0.0,1.0,1.0,0.0,0.0,-0.4237588652482269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.04411764705882353,1.0
glioma_mskcc_2019_513,0.0,-0.019230769230769232,0.0,0.0,-0.636094674556213,0.0,0.0,0.0,0.0,-0.19963369963369965,0.0,0.6968215158924206,0.4040609137055838,0.0,0.0,0.0,0.0,-1.0,-1.0,0.7544642857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049479166666666664,0.0,0.0,0.4340344168260038,0.0,0.0
glioma_mskcc_2019_183,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.05090595340811044,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.6149732620320856,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,-0.15808823529411764,0.0
glioma_mskcc_2019_148,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9963369963369964,-1.0,0.0,0.02030456852791878,0.0,0.0,1.0,1.0,-0.05868358445678033,0.0,0.0,0.002188183807439825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11647727272727272,-0.08932038834951456,1.0,1.0,0.0,0.0,-0.15808823529411764,0.0
glioma_mskcc_2019_182,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.13539192399049882,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22882181110029212,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,-0.009735744089012517
glioma_mskcc_2019_58,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6007789678675755,0.003965107057890563,0.28559102674719583,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.045889101338432124,-0.40441176470588236,0.0
glioma_mskcc_2019_507,0.0,0.03571428571428571,0.0,0.0,1.0,1.0,-1.0,0.0,-1.0,-0.31135531135531136,-0.5105882352941177,0.5965770171149144,0.10964467005076142,0.0,0.0,-0.10997067448680352,-0.33008763388510226,-0.14512291831879462,0.0,-1.0,-1.0,1.0,-0.23728813559322035,0.0,0.0,-0.12143611404435058,0.0,0.0,0.0,0.0,-1.0,-0.0922722029988466,-0.3849431818181818,0.0912621359223301,-0.10416666666666667,0.0,0.0,0.4894837476099426,-0.17647058823529413,-0.5132127955493742
